host_a,host_b,biosample_a,biosample_b,reported_cc_a,reported_cc_b,same_reported_cc,sourmash_jaccard_k31_scaled1000
NRS213,CFBRSa24,SAMN03859795,SAMN09847849,30,5,False,0.4178330741316744
NRS213,CFBRSa07,SAMN03859795,SAMN09847850,30,5,False,0.41729032258064513
NRS213,CFBREBSa116,SAMN03859795,SAMN09847851,30,5,False,0.41336063475812646
NRS213,CFBREBSa117,SAMN03859795,SAMN09847852,30,97,False,0.42616033755274263
NRS213,CFBREBSa118,SAMN03859795,SAMN09847853,30,5,False,0.4160226687274601
NRS213,CFBREBSa119,SAMN03859795,SAMN09847854,30,30,True,0.8664429530201342
NRS213,CFBREBSa121,SAMN03859795,SAMN09847855,30,8,False,0.41467142129393786
NRS213,CFBRSa29,SAMN03859795,SAMN09847856,30,8,False,0.40933032355154253
NRS213,CFBREBSa122,SAMN03859795,SAMN09847857,30,30,True,0.8800951086956522
NRS213,CFBREBSa123,SAMN03859795,SAMN09847858,30,5,False,0.4203505100706252
NRS213,CFBREBSa125,SAMN03859795,SAMN09847859,30,8,False,0.41189815981850264
NRS213,CFBREBSa126,SAMN03859795,SAMN09847860,30,8,False,0.42154324184360437
NRS213,CFBREBSa127,SAMN03859795,SAMN09847861,30,8,False,0.40628899426004494
NRS213,CFBREBSa129,SAMN03859795,SAMN09847862,30,8,False,0.4123450543890716
NRS213,CFBREBSa130,SAMN03859795,SAMN09847863,30,8,False,0.4127627247404406
NRS213,CFBREBSa131,SAMN03859795,SAMN09847864,30,45,False,0.44287211740041926
NRS213,CFBREBSa133,SAMN03859795,SAMN09847865,30,8,False,0.41177957532861476
NRS213,CFBREBSa135,SAMN03859795,SAMN09847866,30,8,False,0.4211618257261411
NRS213,CFBREBSa138,SAMN03859795,SAMN09847867,30,8,False,0.4177835051546392
NRS214,NRS215,SAMN03859796,SAMN03859797,8,121,False,0.4839579401455918
NRS214,NRS216,SAMN03859796,SAMN03859798,8,30,False,0.42962774094849565
NRS214,NRS217,SAMN03859796,SAMN03859799,8,121,False,0.4828049435787211
NRS214,NRS218,SAMN03859796,SAMN03859800,8,8,True,0.8530088786583361
NRS214,NRS219,SAMN03859796,SAMN03859801,8,30,False,0.42633067626639237
NRS214,NRS220,SAMN03859796,SAMN03859802,8,97,False,0.6660676849356094
NRS214,NRS222,SAMN03859796,SAMN03859803,8,30,False,0.41365257259296995
NRS214,NRS224,SAMN03859796,SAMN03859805,8,97,False,0.6629949389699316
NRS214,NRS225,SAMN03859796,SAMN03859806,8,121,False,0.4755603564677289
NRS214,NRS226,SAMN03859796,SAMN03859807,8,1,False,0.6806015037593985
NRS214,NRS227,SAMN03859796,SAMN03859808,8,25,False,0.6343572919773337
NRS214,NRS230,SAMN03859796,SAMN03859809,8,121,False,0.451975987993997
NRS214,NRS235,SAMN03859796,SAMN03859813,8,22,False,0.5219058050383352
NRS214,NRS236,SAMN03859796,SAMN03859814,8,45,False,0.3927392739273927
NRS214,NRS237,SAMN03859796,SAMN03859815,8,121,False,0.4783417486048366
NRS214,NRS239,SAMN03859796,SAMN03859816,8,121,False,0.4708029197080292
NRS214,NRS240,SAMN03859796,SAMN03859817,8,5,False,0.6430044182621503
NRS214,NRS241,SAMN03859796,SAMN03859818,8,59,False,0.4544979079497908
NRS214,NRS242,SAMN03859796,SAMN03859819,8,121,False,0.47781837160751567
NRS214,NRS243,SAMN03859796,SAMN03859820,8,59,False,0.4627064464571124
NRS214,NRS245,SAMN03859796,SAMN03859821,8,59,False,0.45726495726495725
NRS214,NRS248,SAMN03859796,SAMN03859824,8,1,False,0.6678787878787878
NRS214,NRS252,SAMN03859796,SAMN03859826,8,30,False,0.41059943401080523
NRS214,NRS260,SAMN03859796,SAMN03859829,8,25,False,0.6424260712130356
NRS214,NRS262,SAMN03859796,SAMN03859830,8,1,False,0.6403955648786335
NRS214,NRS264,SAMN03859796,SAMN03859831,8,30,False,0.40113577697470315
NRS214,NRS266,SAMN03859796,SAMN03859833,8,121,False,0.4662787622322137
NRS214,NRS383,SAMN03859796,SAMN03859838,8,30,False,0.41275750806651773
NRS214,NRS386,SAMN03859796,SAMN03859839,8,72,False,0.6507936507936508
NRS214,NRS387,SAMN03859796,SAMN03859840,8,5,False,0.6353427895981087
NRS214,NRS253,SAMN03859796,SAMN04244164,8,398,False,0.4289080911233307
NRS214,NRS254,SAMN03859796,SAMN04244165,8,8,True,0.8837287003007016
NRS214,NRS255,SAMN03859796,SAMN04244166,8,80,False,0.6631578947368421
NRS214,BCH-SA-01,SAMN03859796,SAMN09847804,8,5,False,0.6407910271546635
NRS214,BCH-SA-02,SAMN03859796,SAMN09847805,8,5,False,0.6441428149896725
NRS214,BCH-SA-03,SAMN03859796,SAMN09847806,8,72,False,0.6550785973397824
NRS214,BCH-SA-04,SAMN03859796,SAMN09847807,8,1,False,0.6801938219261053
NRS214,BCH-SA-05,SAMN03859796,SAMN09847808,8,5,False,0.6344950848972297
NRS214,BCH-SA-06,SAMN03859796,SAMN09847809,8,5,False,0.636417556346382
NRS214,BCH-SA-07,SAMN03859796,SAMN09847810,8,97,False,0.6703961294224372
NRS214,BCH-SA-08,SAMN03859796,SAMN09847811,8,30,False,0.41875626880641925
NRS214,BCH-SA-09,SAMN03859796,SAMN09847812,8,398,False,0.42713178294573645
NRS214,BCH-SA-10,SAMN03859796,SAMN09847813,8,8,True,0.903236914600551
NRS214,BCH-SA-11,SAMN03859796,SAMN09847814,8,30,False,0.4146095717884131
NRS214,BCH-SA-12,SAMN03859796,SAMN09847815,8,5,False,0.6452590124204787
NRS214,BCH-SA-13,SAMN03859796,SAMN09847816,8,8,True,0.9034552845528455
NRS214,BCH-SA-14,SAMN03859796,SAMN09847817,8,72,False,0.6603145795523291
NRS214,BCH-SA-15,SAMN03859796,SAMN09847818,8,8,True,0.8966928060006819
NRS214,CFBREBSa101,SAMN03859796,SAMN09847819,8,5,False,0.6302765647743813
NRS214,CFBREBSa102,SAMN03859796,SAMN09847820,8,5,False,0.629985443959243
NRS214,CFBREBSa103,SAMN03859796,SAMN09847821,8,8,True,0.856405292029687
NRS214,CFBREBSa104,SAMN03859796,SAMN09847822,8,5,False,0.629802095459837
NRS214,CFBRSa26,SAMN03859796,SAMN09847823,8,5,False,0.6291448516579407
NRS214,CFBRSa48,SAMN03859796,SAMN09847824,8,5,False,0.6476621417797889
NRS214,CFBREBSa105,SAMN03859796,SAMN09847825,8,5,False,0.6266901822457378
NRS214,CFBREBSa108,SAMN03859796,SAMN09847826,8,5,False,0.6270839426732963
NRS214,CFBREBSa110,SAMN03859796,SAMN09847827,8,5,False,0.6269748390871855
NRS214,CFBREBSa112,SAMN03859796,SAMN09847828,8,5,False,0.6267914594910793
NRS214,CFBREBSa114,SAMN03859796,SAMN09847829,8,5,False,0.6269748390871855
NRS214,CFBRSa47,SAMN03859796,SAMN09847830,8,5,False,0.6273764258555133
NRS214,CFBRSa49,SAMN03859796,SAMN09847831,8,8,True,0.8843988075521696
NRS214,CFBRSa03,SAMN03859796,SAMN09847832,8,5,False,0.6431572629051621
NRS214,CFBRSa50,SAMN03859796,SAMN09847833,8,5,False,0.6419642857142858
NRS214,CFBRSa25,SAMN03859796,SAMN09847834,8,5,False,0.6379310344827587
NRS214,CFBRSa30,SAMN03859796,SAMN09847835,8,5,False,0.6329976303317536
NRS214,CFBRSa04,SAMN03859796,SAMN09847836,8,5,False,0.6359597156398105
NRS214,CFBRSa51,SAMN03859796,SAMN09847837,8,5,False,0.6440012088244182
NRS214,CFBRSa66A,SAMN03859796,SAMN09847838,8,5,False,0.6302693208430913
NRS214,CFBRSa66B,SAMN03859796,SAMN09847839,8,5,False,0.6302693208430913
NRS214,CFBRSa21,SAMN03859796,SAMN09847840,8,5,False,0.6330302141390437
NRS214,CFBRSa05,SAMN03859796,SAMN09847841,8,8,True,0.8909583474432781
NRS214,CFBRSa22,SAMN03859796,SAMN09847842,8,5,False,0.6256807108053883
NRS214,CFBRSa70,SAMN03859796,SAMN09847843,8,5,False,0.6441902468392534
NRS214,CFBRSa06,SAMN03859796,SAMN09847844,8,30,False,0.40749007936507936
NRS214,CFBRSa27,SAMN03859796,SAMN09847845,8,5,False,0.6353950873039361
NRS214,CFBRSa23,SAMN03859796,SAMN09847846,8,5,False,0.6376596376596376
NRS214,CFBRSa74,SAMN03859796,SAMN09847847,8,5,False,0.6368943374197314
NRS214,CFBRSa28,SAMN03859796,SAMN09847848,8,1,False,0.6525751711818993
NRS214,CFBRSa24,SAMN03859796,SAMN09847849,8,5,False,0.6409198113207547
NRS214,CFBRSa07,SAMN03859796,SAMN09847850,8,5,False,0.6430461628932667
NRS214,CFBREBSa116,SAMN03859796,SAMN09847851,8,5,False,0.6232302802658192
NRS214,CFBREBSa117,SAMN03859796,SAMN09847852,8,97,False,0.6688902365069739
NRS214,CFBREBSa118,SAMN03859796,SAMN09847853,8,5,False,0.6277648428405123
NRS214,CFBREBSa119,SAMN03859796,SAMN09847854,8,30,False,0.4159159159159159
NRS214,CFBREBSa121,SAMN03859796,SAMN09847855,8,8,True,0.8820786142571619
NRS214,CFBRSa29,SAMN03859796,SAMN09847856,8,8,True,0.8824110671936759
NRS214,CFBREBSa122,SAMN03859796,SAMN09847857,8,30,False,0.4205348133198789
NRS214,CFBREBSa123,SAMN03859796,SAMN09847858,8,5,False,0.6344276841171251
NRS214,CFBREBSa125,SAMN03859796,SAMN09847859,8,8,True,0.8864238410596027
NRS214,CFBREBSa126,SAMN03859796,SAMN09847860,8,8,True,0.896774193548387
NRS214,CFBREBSa127,SAMN03859796,SAMN09847861,8,8,True,0.8741007194244604
NRS214,CFBREBSa129,SAMN03859796,SAMN09847862,8,8,True,0.8892215568862275
NRS214,CFBREBSa130,SAMN03859796,SAMN09847863,8,8,True,0.8904063957361759
NRS214,CFBREBSa131,SAMN03859796,SAMN09847864,8,45,False,0.4033066132264529
NRS214,CFBREBSa133,SAMN03859796,SAMN09847865,8,8,True,0.8867485885088011
NRS214,CFBREBSa135,SAMN03859796,SAMN09847866,8,8,True,0.8940217391304348
NRS214,CFBREBSa138,SAMN03859796,SAMN09847867,8,8,True,0.887689713322091
NRS215,NRS216,SAMN03859797,SAMN03859798,121,30,False,0.4597823201486594
NRS215,NRS217,SAMN03859797,SAMN03859799,121,121,True,0.964065335753176
NRS215,NRS218,SAMN03859797,SAMN03859800,121,8,False,0.4648820567187914
NRS215,NRS219,SAMN03859797,SAMN03859801,121,30,False,0.45778611632270166
NRS215,NRS220,SAMN03859797,SAMN03859802,121,97,False,0.47233468286099867
NRS215,NRS222,SAMN03859797,SAMN03859803,121,30,False,0.4488817891373802
NRS215,NRS224,SAMN03859797,SAMN03859805,121,97,False,0.47099892588614395
NRS215,NRS225,SAMN03859797,SAMN03859806,121,121,True,0.9108098465929362
NRS215,NRS226,SAMN03859797,SAMN03859807,121,1,False,0.4810810810810811
NRS215,NRS227,SAMN03859797,SAMN03859808,121,25,False,0.4697674418604651
NRS215,NRS230,SAMN03859797,SAMN03859809,121,121,True,0.7903834066624764
NRS215,NRS235,SAMN03859797,SAMN03859813,121,22,False,0.449468085106383
NRS215,NRS236,SAMN03859797,SAMN03859814,121,45,False,0.4276612689142554
NRS215,NRS237,SAMN03859797,SAMN03859815,121,121,True,0.9113524877365101
NRS215,NRS239,SAMN03859797,SAMN03859816,121,121,True,0.8855195911413969
NRS215,NRS240,SAMN03859797,SAMN03859817,121,5,False,0.4720129171151776
NRS215,NRS241,SAMN03859797,SAMN03859818,121,59,False,0.5389390519187359
NRS215,NRS242,SAMN03859797,SAMN03859819,121,121,True,0.857238381812103
NRS215,NRS243,SAMN03859797,SAMN03859820,121,59,False,0.5499568096746329
NRS215,NRS245,SAMN03859797,SAMN03859821,121,59,False,0.5501449275362319
NRS215,NRS248,SAMN03859797,SAMN03859824,121,1,False,0.48282495190986535
NRS215,NRS252,SAMN03859797,SAMN03859826,121,30,False,0.4523101864360983
NRS215,NRS260,SAMN03859797,SAMN03859829,121,25,False,0.47743007477153143
NRS215,NRS262,SAMN03859797,SAMN03859830,121,1,False,0.4725576289791438
NRS215,NRS264,SAMN03859797,SAMN03859831,121,30,False,0.4464382816748233
NRS215,NRS266,SAMN03859797,SAMN03859833,121,121,True,0.8706125258086718
NRS215,NRS383,SAMN03859797,SAMN03859838,121,30,False,0.44813278008298757
NRS215,NRS386,SAMN03859797,SAMN03859839,121,72,False,0.47811816192560175
NRS215,NRS387,SAMN03859797,SAMN03859840,121,5,False,0.4800872885979269
NRS215,NRS253,SAMN03859797,SAMN04244164,121,398,False,0.4523486288351887
NRS215,NRS254,SAMN03859797,SAMN04244165,121,8,False,0.4746666666666667
NRS215,NRS255,SAMN03859797,SAMN04244166,121,80,False,0.48833379083173206
NRS215,BCH-SA-01,SAMN03859797,SAMN09847804,121,5,False,0.4860959651035987
NRS215,BCH-SA-02,SAMN03859797,SAMN09847805,121,5,False,0.48680272108843536
NRS215,BCH-SA-03,SAMN03859797,SAMN09847806,121,72,False,0.48629188590418165
NRS215,BCH-SA-04,SAMN03859797,SAMN09847807,121,1,False,0.4867450122984422
NRS215,BCH-SA-05,SAMN03859797,SAMN09847808,121,5,False,0.4855012427506214
NRS215,BCH-SA-06,SAMN03859797,SAMN09847809,121,5,False,0.4813800657174151
NRS215,BCH-SA-07,SAMN03859797,SAMN09847810,121,97,False,0.4793772193389784
NRS215,BCH-SA-08,SAMN03859797,SAMN09847811,121,30,False,0.4574579831932773
NRS215,BCH-SA-09,SAMN03859797,SAMN09847812,121,398,False,0.450187466523835
NRS215,BCH-SA-10,SAMN03859797,SAMN09847813,121,8,False,0.4826265389876881
NRS215,BCH-SA-11,SAMN03859797,SAMN09847814,121,30,False,0.45100105374077976
NRS215,BCH-SA-12,SAMN03859797,SAMN09847815,121,5,False,0.4927089175546831
NRS215,BCH-SA-13,SAMN03859797,SAMN09847816,121,8,False,0.48344549125168235
NRS215,BCH-SA-14,SAMN03859797,SAMN09847817,121,72,False,0.48646408839779004
NRS215,BCH-SA-15,SAMN03859797,SAMN09847818,121,8,False,0.478720520466251
NRS215,CFBREBSa101,SAMN03859797,SAMN09847819,121,5,False,0.4715969989281886
NRS215,CFBREBSa102,SAMN03859797,SAMN09847820,121,5,False,0.47132904608788856
NRS215,CFBREBSa103,SAMN03859797,SAMN09847821,121,8,False,0.45715023231801755
NRS215,CFBREBSa104,SAMN03859797,SAMN09847822,121,5,False,0.4712027859630324
NRS215,CFBRSa26,SAMN03859797,SAMN09847823,121,5,False,0.4710765934654526
NRS215,CFBRSa48,SAMN03859797,SAMN09847824,121,5,False,0.4901196771500139
NRS215,CFBREBSa105,SAMN03859797,SAMN09847825,121,5,False,0.4792802617230098
NRS215,CFBREBSa108,SAMN03859797,SAMN09847826,121,5,False,0.47552069245334055
NRS215,CFBREBSa110,SAMN03859797,SAMN09847827,121,5,False,0.4753787878787879
NRS215,CFBREBSa112,SAMN03859797,SAMN09847828,121,5,False,0.4752502028671896
NRS215,CFBREBSa114,SAMN03859797,SAMN09847829,121,5,False,0.4757780784844384
NRS215,CFBRSa47,SAMN03859797,SAMN09847830,121,5,False,0.4753921038399135
NRS215,CFBRSa49,SAMN03859797,SAMN09847831,121,8,False,0.47528416600581547
NRS215,CFBRSa03,SAMN03859797,SAMN09847832,121,5,False,0.48835274542429286
NRS215,CFBRSa50,SAMN03859797,SAMN09847833,121,5,False,0.48110624315443595
NRS215,CFBRSa25,SAMN03859797,SAMN09847834,121,5,False,0.48047401023431185
NRS215,CFBRSa30,SAMN03859797,SAMN09847835,121,5,False,0.48041632429471376
NRS215,CFBRSa04,SAMN03859797,SAMN09847836,121,5,False,0.4811269146608315
NRS215,CFBRSa51,SAMN03859797,SAMN09847837,121,5,False,0.490217998882057
NRS215,CFBRSa66A,SAMN03859797,SAMN09847838,121,5,False,0.47594594594594597
NRS215,CFBRSa66B,SAMN03859797,SAMN09847839,121,5,False,0.47594594594594597
NRS215,CFBRSa21,SAMN03859797,SAMN09847840,121,5,False,0.4758042714247094
NRS215,CFBRSa05,SAMN03859797,SAMN09847841,121,8,False,0.47680690399137
NRS215,CFBRSa22,SAMN03859797,SAMN09847842,121,5,False,0.4700132100396301
NRS215,CFBRSa70,SAMN03859797,SAMN09847843,121,5,False,0.4892906815020862
NRS215,CFBRSa06,SAMN03859797,SAMN09847844,121,30,False,0.4471016376397193
NRS215,CFBRSa27,SAMN03859797,SAMN09847845,121,5,False,0.4811372334609076
NRS215,CFBRSa23,SAMN03859797,SAMN09847846,121,5,False,0.4831275720164609
NRS215,CFBRSa74,SAMN03859797,SAMN09847847,121,5,False,0.48327939590075514
NRS215,CFBRSa28,SAMN03859797,SAMN09847848,121,1,False,0.4762679685381069
NRS215,CFBRSa24,SAMN03859797,SAMN09847849,121,5,False,0.4871934604904632
NRS215,CFBRSa07,SAMN03859797,SAMN09847850,121,5,False,0.4798811774237105
NRS215,CFBREBSa116,SAMN03859797,SAMN09847851,121,5,False,0.4693333333333333
NRS215,CFBREBSa117,SAMN03859797,SAMN09847852,121,97,False,0.48119681581114465
NRS215,CFBREBSa118,SAMN03859797,SAMN09847853,121,5,False,0.47248322147651006
NRS215,CFBREBSa119,SAMN03859797,SAMN09847854,121,30,False,0.45440251572327045
NRS215,CFBREBSa121,SAMN03859797,SAMN09847855,121,8,False,0.47276109487111345
NRS215,CFBRSa29,SAMN03859797,SAMN09847856,121,8,False,0.4716535433070866
NRS215,CFBREBSa122,SAMN03859797,SAMN09847857,121,30,False,0.45879556259904913
NRS215,CFBREBSa123,SAMN03859797,SAMN09847858,121,5,False,0.47992351816443596
NRS215,CFBREBSa125,SAMN03859797,SAMN09847859,121,8,False,0.47389240506329117
NRS215,CFBREBSa126,SAMN03859797,SAMN09847860,121,8,False,0.47575431034482757
NRS215,CFBREBSa127,SAMN03859797,SAMN09847861,121,8,False,0.46891327063740856
NRS215,CFBREBSa129,SAMN03859797,SAMN09847862,121,8,False,0.4769353128313892
NRS215,CFBREBSa130,SAMN03859797,SAMN09847863,121,8,False,0.4774416135881104
NRS215,CFBREBSa131,SAMN03859797,SAMN09847864,121,45,False,0.43147472642001045
NRS215,CFBREBSa133,SAMN03859797,SAMN09847865,121,8,False,0.47511911064055057
NRS215,CFBREBSa135,SAMN03859797,SAMN09847866,121,8,False,0.4754452239611441
NRS215,CFBREBSa138,SAMN03859797,SAMN09847867,121,8,False,0.47395273899033297
NRS216,NRS217,SAMN03859798,SAMN03859799,30,121,False,0.45834435334567575
NRS216,NRS218,SAMN03859798,SAMN03859800,30,8,False,0.4209994952044422
NRS216,NRS219,SAMN03859798,SAMN03859801,30,30,True,0.9452439452439453
NRS216,NRS220,SAMN03859798,SAMN03859802,30,97,False,0.4160509554140127
NRS216,NRS222,SAMN03859798,SAMN03859803,30,30,True,0.8777514392143583
NRS216,NRS224,SAMN03859798,SAMN03859805,30,97,False,0.41577879249112126
NRS216,NRS225,SAMN03859798,SAMN03859806,30,121,False,0.4545696775912603
NRS216,NRS226,SAMN03859798,SAMN03859807,30,1,False,0.4159269591681461
NRS216,NRS227,SAMN03859798,SAMN03859808,30,25,False,0.4136328427575523
NRS216,NRS230,SAMN03859798,SAMN03859809,30,121,False,0.5143603133159269
NRS216,NRS235,SAMN03859798,SAMN03859813,30,22,False,0.4311855670103093
NRS216,NRS236,SAMN03859798,SAMN03859814,30,45,False,0.4457926668425218
NRS216,NRS237,SAMN03859798,SAMN03859815,30,121,False,0.4538320690557154
NRS216,NRS239,SAMN03859798,SAMN03859816,30,121,False,0.4431643625192012
NRS216,NRS240,SAMN03859798,SAMN03859817,30,5,False,0.41806615776081424
NRS216,NRS241,SAMN03859798,SAMN03859818,30,59,False,0.4448777951118045
NRS216,NRS242,SAMN03859798,SAMN03859819,30,121,False,0.4459493994377715
NRS216,NRS243,SAMN03859798,SAMN03859820,30,59,False,0.44902271526677234
NRS216,NRS245,SAMN03859798,SAMN03859821,30,59,False,0.44550517104216386
NRS216,NRS248,SAMN03859798,SAMN03859824,30,1,False,0.41946308724832215
NRS216,NRS252,SAMN03859798,SAMN03859826,30,30,True,0.8721804511278195
NRS216,NRS260,SAMN03859798,SAMN03859829,30,25,False,0.42132775744903295
NRS216,NRS262,SAMN03859798,SAMN03859830,30,1,False,0.41281322655644537
NRS216,NRS264,SAMN03859798,SAMN03859831,30,30,True,0.7951009599470374
NRS216,NRS266,SAMN03859798,SAMN03859833,30,121,False,0.4413218839448348
NRS216,NRS383,SAMN03859798,SAMN03859838,30,30,True,0.8609293193717278
NRS216,NRS386,SAMN03859798,SAMN03859839,30,72,False,0.41495375128468653
NRS216,NRS387,SAMN03859798,SAMN03859840,30,5,False,0.4169656586365966
NRS216,NRS253,SAMN03859798,SAMN04244164,30,398,False,0.522479754258587
NRS216,NRS254,SAMN03859798,SAMN04244165,30,8,False,0.4128417356408327
NRS216,NRS255,SAMN03859798,SAMN04244166,30,80,False,0.41812114989733057
NRS216,BCH-SA-01,SAMN03859798,SAMN09847804,30,5,False,0.41937132634807056
NRS216,BCH-SA-02,SAMN03859798,SAMN09847805,30,5,False,0.4201530612244898
NRS216,BCH-SA-03,SAMN03859798,SAMN09847806,30,72,False,0.4145332298939747
NRS216,BCH-SA-04,SAMN03859798,SAMN09847807,30,1,False,0.4198258196721312
NRS216,BCH-SA-05,SAMN03859798,SAMN09847808,30,5,False,0.40961686808948317
NRS216,BCH-SA-06,SAMN03859798,SAMN09847809,30,5,False,0.415041067761807
NRS216,BCH-SA-07,SAMN03859798,SAMN09847810,30,97,False,0.4165811088295688
NRS216,BCH-SA-08,SAMN03859798,SAMN09847811,30,30,True,0.8843333333333333
NRS216,BCH-SA-09,SAMN03859798,SAMN09847812,30,398,False,0.5213675213675214
NRS216,BCH-SA-10,SAMN03859798,SAMN09847813,30,8,False,0.41771501925545573
NRS216,BCH-SA-11,SAMN03859798,SAMN09847814,30,30,True,0.884150436534587
NRS216,BCH-SA-12,SAMN03859798,SAMN09847815,30,5,False,0.41597077244258873
NRS216,BCH-SA-13,SAMN03859798,SAMN09847816,30,8,False,0.4234279918864097
NRS216,BCH-SA-14,SAMN03859798,SAMN09847817,30,72,False,0.4214618973561431
NRS216,BCH-SA-15,SAMN03859798,SAMN09847818,30,8,False,0.41858090862685043
NRS216,CFBREBSa101,SAMN03859798,SAMN09847819,30,5,False,0.4118092354277063
NRS216,CFBREBSa102,SAMN03859798,SAMN09847820,30,5,False,0.41191317516405856
NRS216,CFBREBSa103,SAMN03859798,SAMN09847821,30,8,False,0.40400586223742063
NRS216,CFBREBSa104,SAMN03859798,SAMN09847822,30,5,False,0.4118092354277063
NRS216,CFBRSa26,SAMN03859798,SAMN09847823,30,5,False,0.4117053481331988
NRS216,CFBRSa48,SAMN03859798,SAMN09847824,30,5,False,0.42109375
NRS216,CFBREBSa105,SAMN03859798,SAMN09847825,30,5,False,0.4068702290076336
NRS216,CFBREBSa108,SAMN03859798,SAMN09847826,30,5,False,0.41137633316404265
NRS216,CFBREBSa110,SAMN03859798,SAMN09847827,30,5,False,0.4112268224536449
NRS216,CFBREBSa112,SAMN03859798,SAMN09847828,30,5,False,0.4111223971559167
NRS216,CFBREBSa114,SAMN03859798,SAMN09847829,30,5,False,0.4115853658536585
NRS216,CFBRSa47,SAMN03859798,SAMN09847830,30,5,False,0.4112718964204113
NRS216,CFBRSa49,SAMN03859798,SAMN09847831,30,8,False,0.4125248508946322
NRS216,CFBRSa03,SAMN03859798,SAMN09847832,30,5,False,0.4193046185781007
NRS216,CFBRSa50,SAMN03859798,SAMN09847833,30,5,False,0.42098478989430266
NRS216,CFBRSa25,SAMN03859798,SAMN09847834,30,5,False,0.41700404858299595
NRS216,CFBRSa30,SAMN03859798,SAMN09847835,30,5,False,0.4123076923076923
NRS216,CFBRSa04,SAMN03859798,SAMN09847836,30,5,False,0.4145091002307101
NRS216,CFBRSa51,SAMN03859798,SAMN09847837,30,5,False,0.4146277980218636
NRS216,CFBRSa66A,SAMN03859798,SAMN09847838,30,5,False,0.4111082931777834
NRS216,CFBRSa66B,SAMN03859798,SAMN09847839,30,5,False,0.4111082931777834
NRS216,CFBRSa21,SAMN03859798,SAMN09847840,30,5,False,0.412750825501651
NRS216,CFBRSa05,SAMN03859798,SAMN09847841,30,8,False,0.4192317476469092
NRS216,CFBRSa22,SAMN03859798,SAMN09847842,30,5,False,0.41040318566450973
NRS216,CFBRSa70,SAMN03859798,SAMN09847843,30,5,False,0.41483017889551466
NRS216,CFBRSa06,SAMN03859798,SAMN09847844,30,30,True,0.8762409000661814
NRS216,CFBRSa27,SAMN03859798,SAMN09847845,30,5,False,0.4141905737704918
NRS216,CFBRSa23,SAMN03859798,SAMN09847846,30,5,False,0.41510403287952735
NRS216,CFBRSa74,SAMN03859798,SAMN09847847,30,5,False,0.41632962588473205
NRS216,CFBRSa28,SAMN03859798,SAMN09847848,30,1,False,0.41155510307966403
NRS216,CFBRSa24,SAMN03859798,SAMN09847849,30,5,False,0.42116023511372347
NRS216,CFBRSa07,SAMN03859798,SAMN09847850,30,5,False,0.4184451219512195
NRS216,CFBREBSa116,SAMN03859798,SAMN09847851,30,5,False,0.4078254326561324
NRS216,CFBREBSa117,SAMN03859798,SAMN09847852,30,97,False,0.41580844490216273
NRS216,CFBREBSa118,SAMN03859798,SAMN09847853,30,5,False,0.4103987884906613
NRS216,CFBREBSa119,SAMN03859798,SAMN09847854,30,30,True,0.8768260292164675
NRS216,CFBREBSa121,SAMN03859798,SAMN09847855,30,8,False,0.41266266266266266
NRS216,CFBRSa29,SAMN03859798,SAMN09847856,30,8,False,0.4126669965363681
NRS216,CFBREBSa122,SAMN03859798,SAMN09847857,30,30,True,0.8879194630872483
NRS216,CFBREBSa123,SAMN03859798,SAMN09847858,30,5,False,0.4141905737704918
NRS216,CFBREBSa125,SAMN03859798,SAMN09847859,30,8,False,0.4148645289584887
NRS216,CFBREBSa126,SAMN03859798,SAMN09847860,30,8,False,0.41685707032241687
NRS216,CFBREBSa127,SAMN03859798,SAMN09847861,30,8,False,0.40930347034211173
NRS216,CFBREBSa129,SAMN03859798,SAMN09847862,30,8,False,0.41425722831505485
NRS216,CFBREBSa130,SAMN03859798,SAMN09847863,30,8,False,0.41467065868263475
NRS216,CFBREBSa131,SAMN03859798,SAMN09847864,30,45,False,0.45225739491437467
NRS216,CFBREBSa133,SAMN03859798,SAMN09847865,30,8,False,0.4136986301369863
NRS216,CFBREBSa135,SAMN03859798,SAMN09847866,30,8,False,0.4161159125571937
NRS216,CFBREBSa138,SAMN03859798,SAMN09847867,30,8,False,0.41390644753476613
NRS217,NRS218,SAMN03859799,SAMN03859800,121,8,False,0.46304118268215416
NRS217,NRS219,SAMN03859799,SAMN03859801,121,30,False,0.4575093532870123
NRS217,NRS220,SAMN03859799,SAMN03859802,121,97,False,0.4720129171151776
NRS217,NRS222,SAMN03859799,SAMN03859803,121,30,False,0.44786415494826215
NRS217,NRS224,SAMN03859799,SAMN03859805,121,97,False,0.47028907922912205
NRS217,NRS225,SAMN03859799,SAMN03859806,121,121,True,0.9107079331198862
NRS217,NRS226,SAMN03859799,SAMN03859807,121,1,False,0.48153141008358047
NRS217,NRS227,SAMN03859799,SAMN03859808,121,25,False,0.47185792349726774
NRS217,NRS230,SAMN03859799,SAMN03859809,121,121,True,0.7883531621790858
NRS217,NRS235,SAMN03859799,SAMN03859813,121,22,False,0.4484495096739995
NRS217,NRS236,SAMN03859799,SAMN03859814,121,45,False,0.42521141649048627
NRS217,NRS237,SAMN03859799,SAMN03859815,121,121,True,0.9092495636998255
NRS217,NRS239,SAMN03859799,SAMN03859816,121,121,True,0.8867732063923836
NRS217,NRS240,SAMN03859799,SAMN03859817,121,5,False,0.47208803005904454
